datetime,cpu,mem
Fri Aug  2 12:46:45 GMT 2019,7.6,142273
Fri Aug  2 12:46:46 GMT 2019,7.6,117482
Fri Aug  2 12:46:46 GMT 2019,7.6,117498
Fri Aug  2 12:46:46 GMT 2019,7.6,117514
Fri Aug  2 12:46:46 GMT 2019,7.6,117514
Fri Aug  2 12:46:47 GMT 2019,7.6,117514
Fri Aug  2 12:46:47 GMT 2019,7.6,117514
Fri Aug  2 12:46:47 GMT 2019,7.6,117514
Fri Aug  2 12:46:48 GMT 2019,7.6,117513
Fri Aug  2 12:46:48 GMT 2019,7.6,117514
Fri Aug  2 12:46:48 GMT 2019,7.6,117514
Fri Aug  2 12:46:48 GMT 2019,7.6,117514
Fri Aug  2 12:46:49 GMT 2019,7.6,117515
Fri Aug  2 12:46:49 GMT 2019,7.6,117515
Fri Aug  2 12:46:49 GMT 2019,7.6,117566
Fri Aug  2 12:46:50 GMT 2019,7.6,117566
Fri Aug  2 12:46:50 GMT 2019,7.6,117566
Fri Aug  2 12:46:50 GMT 2019,7.6,117566
Fri Aug  2 12:46:50 GMT 2019,7.6,117334
Fri Aug  2 12:46:51 GMT 2019,7.6,117354
Fri Aug  2 12:46:51 GMT 2019,7.6,117358
Fri Aug  2 12:46:51 GMT 2019,7.6,117362
Fri Aug  2 12:46:52 GMT 2019,7.6,117362
Fri Aug  2 12:46:52 GMT 2019,7.6,117362
Fri Aug  2 12:46:52 GMT 2019,7.6,117362
Fri Aug  2 12:46:53 GMT 2019,7.6,117362
Fri Aug  2 12:46:53 GMT 2019,7.6,117362
Fri Aug  2 12:46:53 GMT 2019,7.6,117362
Fri Aug  2 12:46:54 GMT 2019,7.6,117362
Fri Aug  2 12:46:54 GMT 2019,7.6,117362
Fri Aug  2 12:46:54 GMT 2019,7.6,117362
Fri Aug  2 12:46:55 GMT 2019,7.6,117362
Fri Aug  2 12:46:55 GMT 2019,7.6,117362
Fri Aug  2 12:46:55 GMT 2019,7.6,117362
Fri Aug  2 12:46:56 GMT 2019,7.6,117334
Fri Aug  2 12:46:56 GMT 2019,7.6,117350
Fri Aug  2 12:46:56 GMT 2019,7.6,117354
Fri Aug  2 12:46:57 GMT 2019,7.6,117358
Fri Aug  2 12:46:57 GMT 2019,7.6,117358
Fri Aug  2 12:46:57 GMT 2019,7.6,117358
Fri Aug  2 12:46:57 GMT 2019,7.6,117358
Fri Aug  2 12:46:58 GMT 2019,7.6,117358
Fri Aug  2 12:46:58 GMT 2019,7.6,117358
Fri Aug  2 12:46:58 GMT 2019,7.6,117358
Fri Aug  2 12:46:59 GMT 2019,7.6,117358
Fri Aug  2 12:46:59 GMT 2019,7.6,117358
Fri Aug  2 12:46:59 GMT 2019,7.6,117358
Fri Aug  2 12:47:00 GMT 2019,7.6,117358
Fri Aug  2 12:47:00 GMT 2019,7.6,117358
Fri Aug  2 12:47:00 GMT 2019,7.6,117358
Fri Aug  2 12:47:01 GMT 2019,7.6,117358
Fri Aug  2 12:47:01 GMT 2019,7.6,117334
Fri Aug  2 12:47:01 GMT 2019,7.6,117354
Fri Aug  2 12:47:02 GMT 2019,7.6,117359
Fri Aug  2 12:47:02 GMT 2019,7.6,117359
Fri Aug  2 12:47:02 GMT 2019,7.6,117359
Fri Aug  2 12:47:02 GMT 2019,7.6,117359
Fri Aug  2 12:47:03 GMT 2019,7.6,117359
Fri Aug  2 12:47:03 GMT 2019,7.6,117359
Fri Aug  2 12:47:03 GMT 2019,7.6,117359
Fri Aug  2 12:47:04 GMT 2019,7.6,117359
Fri Aug  2 12:47:04 GMT 2019,7.6,117359
Fri Aug  2 12:47:04 GMT 2019,7.6,117359
Fri Aug  2 12:47:05 GMT 2019,7.6,117359
Fri Aug  2 12:47:05 GMT 2019,7.6,117359
Fri Aug  2 12:47:05 GMT 2019,7.6,117359
Fri Aug  2 12:47:05 GMT 2019,7.6,117359
Fri Aug  2 12:47:06 GMT 2019,7.6,117331
Fri Aug  2 12:47:06 GMT 2019,7.6,117351
Fri Aug  2 12:47:06 GMT 2019,7.6,117355
Fri Aug  2 12:47:07 GMT 2019,7.6,117359
Fri Aug  2 12:47:07 GMT 2019,7.6,117359
Fri Aug  2 12:47:07 GMT 2019,7.6,117359
Fri Aug  2 12:47:08 GMT 2019,7.6,117359
Fri Aug  2 12:47:08 GMT 2019,7.6,117359
Fri Aug  2 12:47:08 GMT 2019,7.6,117359
Fri Aug  2 12:47:09 GMT 2019,7.6,117359
Fri Aug  2 12:47:09 GMT 2019,7.6,117359
Fri Aug  2 12:47:09 GMT 2019,7.6,117359
Fri Aug  2 12:47:10 GMT 2019,7.6,117359
Fri Aug  2 12:47:10 GMT 2019,7.6,117359
Fri Aug  2 12:47:10 GMT 2019,7.6,117359
Fri Aug  2 12:47:11 GMT 2019,7.6,117359
Fri Aug  2 12:47:11 GMT 2019,7.6,117347
Fri Aug  2 12:47:11 GMT 2019,7.6,117351
Fri Aug  2 12:47:11 GMT 2019,7.6,117355
Fri Aug  2 12:47:12 GMT 2019,7.6,117359
Fri Aug  2 12:47:12 GMT 2019,7.6,117359
Fri Aug  2 12:47:12 GMT 2019,7.6,117359
Fri Aug  2 12:47:13 GMT 2019,7.6,117359
Fri Aug  2 12:47:13 GMT 2019,7.6,117359
Fri Aug  2 12:47:13 GMT 2019,7.6,117359
Fri Aug  2 12:47:14 GMT 2019,7.6,117359
Fri Aug  2 12:47:14 GMT 2019,7.6,117359
Fri Aug  2 12:47:14 GMT 2019,7.6,117359
Fri Aug  2 12:47:15 GMT 2019,7.6,117359
Fri Aug  2 12:47:15 GMT 2019,7.6,117359
Fri Aug  2 12:47:15 GMT 2019,7.6,117359
Fri Aug  2 12:47:16 GMT 2019,7.6,117359
Fri Aug  2 12:47:16 GMT 2019,7.6,117347
Fri Aug  2 12:47:16 GMT 2019,7.6,117351
Fri Aug  2 12:47:17 GMT 2019,7.6,117355
Fri Aug  2 12:47:17 GMT 2019,7.6,117359
Fri Aug  2 12:47:17 GMT 2019,7.6,117359
Fri Aug  2 12:47:17 GMT 2019,7.6,117359
Fri Aug  2 12:47:18 GMT 2019,7.6,117359
Fri Aug  2 12:47:18 GMT 2019,7.6,117359
Fri Aug  2 12:47:18 GMT 2019,7.6,117359
Fri Aug  2 12:47:19 GMT 2019,7.6,117359
Fri Aug  2 12:47:19 GMT 2019,7.6,117359
Fri Aug  2 12:47:19 GMT 2019,7.6,117287
Fri Aug  2 12:47:19 GMT 2019,7.6,117319
Fri Aug  2 12:47:20 GMT 2019,7.6,117319
Fri Aug  2 12:47:20 GMT 2019,7.6,117319
Fri Aug  2 12:47:20 GMT 2019,7.6,117319
Fri Aug  2 12:47:21 GMT 2019,7.6,117207
Fri Aug  2 12:47:21 GMT 2019,7.6,117171
Fri Aug  2 12:47:21 GMT 2019,7.6,117191
Fri Aug  2 12:47:22 GMT 2019,7.6,117195
Fri Aug  2 12:47:22 GMT 2019,7.6,117199
Fri Aug  2 12:47:22 GMT 2019,7.6,117199
Fri Aug  2 12:47:23 GMT 2019,7.6,117199
